AdigNCBI_PRO	Acervicorn_PRO	Adigitifer_PRO	Aelegantis_PRO	Ahyacinthu_PRO	Amillepora_PRO	Apallida_PRO	Apalmata_PRO	Atenuis_PRO	Fscutaria_PRO	Mauretenra_PRO	Mcavernosa_PRO	Nvectensis_PRO	Ofaveolata_PRO	Pastreoide_PRO	Paustralie_PRO	Pcarnosus_PRO	Pdaedalea_PRO	Pdamicorni_PRO	Plobata_PRO	Pstrigosa_PRO	Shystrix_PRO	Spistillat_PRO	Ssiderea_PRO
XP_015764670.1	GASU01071414.1	adi_EST_assem_827	NA	NA	c025267	NA	Contig_21979	NA	comp7323_c0_seq4	comp780_c0_seq1	NA	NA	NA	NA	NA	Unigene114884_Mix_Normal_N	NA	bu_91849.1_c5887	NA	NA	comp696_c0_seq1	Spi_isotig05869	comp260811_c0_seq6
XP_015764671.1	GASU01031748.1	adi_EST_assem_33994	NA	NA	c011375	Locus_1822_Transcript_4/12_Confidence_1.0_Length_963	NA	NA	comp134_c0_seq7	NA	comp66091_c0_seq1	jgi|Nemve1|239788|estExt_fgenesh1_pg.C_200008	NA	isotig07399	FX480101.1	Unigene44956_Mix_Normal_N	c17116_g1_i1	bu_91849.1_c576	c51364_g3_i2	comp926_c0_seq2	comp241_c1_seq1	Spi_isotig11278	comp245316_c0_seq2
XP_015764672.1	GASU01031771.1	adi_EST_assem_2832	NA	contig203396	c006757	NA	Contig_14433	isotig10066	comp3070_c0_seq4	NA	comp143_c0_seq1	NA	NA	isotig10031	NA	Unigene18314_Mix_Normal_N	c15328_g1_i1	bu_91849.1_c872	c51176_g1_i2	comp1435_c0_seq1	comp2582_c0_seq1	Spi_isotig01528	comp253659_c3_seq41
XP_015764692.1	NA	NA	NA	NA	NA	NA	Contig_23248	NA	NA	NA	comp40133_c1_seq1	NA	NA	NA	FX802371.1	NA	NA	NA	c52406_g1_i2	NA	NA	NA	NA
XP_015764693.1	GASU01094441.1	adi_EST_assem_11059	comp39653_c0_seq1	NA	c013490	NA	NA	NA	NA	comp112200_c0_seq1	NA	jgi|Nemve1|229595|fgenesh1_pm.scaffold_88000009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp258451_c0_seq1
XP_015764694.1	NA	NA	NA	NA	NA	NA	Contig_1864	isotig09368	comp6888_c0_seq1	NA	comp1996_c0_seq1	jgi|Nemve1|186733|estExt_GenewiseH_1.C_890022	comp45093_c0_seq1	NA	FX447692.1	Unigene69372_Mix_Normal_N	NA	NA	c57244_g1_i1	comp14716_c0_seq1	NA	Spi_isotig02204	comp248324_c0_seq1
XP_015764701.1	GASU01080643.1	NA	NA	NA	NA	NA	Contig_344	NA	NA	NA	comp41728_c0_seq1	jgi|Nemve1|99242|e_gw.52.56.1	NA	NA	NA	Unigene126194_Mix_Normal_N	NA	NA	c57290_g1_i3	NA	NA	Spi_isotig05284	comp251532_c1_seq2
XP_015764699.1	NA	adi_EST_assem_6058	NA	NA	NA	NA	NA	NA	NA	NA	comp41728_c0_seq2	NA	NA	NA	FX447847.1	NA	NA	NA	c57290_g1_i2	NA	NA	NA	NA
XP_015764711.1	GASU01030947.1	adi_EST_assem_447	NA	NA	NA	NA	Contig_3510	isotig17038	comp280_c13_seq918	comp7253_c0_seq1	NA	jgi|Nemve1|242155|estExt_fgenesh1_pg.C_580013	comp44556_c0_seq1	NA	NA	Unigene44617_Mix_Normal_N	c34176_g1_i1	bu_91849.1_c20769	c60324_g1_i2	comp396_c0_seq1	comp2976_c0_seq1	Spi_isotig06983	NA
XP_015764709.1	GASU01015027.1	NA	NA	contig205468	c023475	NA	Contig_6734	isotig23294	comp6046_c0_seq1	comp1415_c0_seq1	comp3664_c0_seq1	jgi|Nemve1|236658|estExt_fgenesh1_kg.C_350003	comp40921_c0_seq1	isotig12056	FX463701.1	Unigene35140_Mix_Normal_N	c17323_g1_i2	bu_91849.1_lrc22268	c48893_g1_i1	comp1825_c0_seq1	comp2433_c0_seq1	Spi_isotig08696	comp242636_c1_seq5
XP_015764710.1	GASU01029920.1	adi_EST_assem_5370	NA	contig169708	c011530p	NA	Contig_8364	NA	comp2442_c0_seq1	comp1084_c0_seq1	comp2501_c0_seq3	NA	comp42071_c0_seq1	isotig04709	FX452083.1	Unigene79001_Mix_Normal_N	c16074_g1_i1	bu_91849.1_c17595	c59055_g7_i1	comp12583_c0_seq1	comp2460_c1_seq1	Spi_isotig01426	NA
XP_015764713.1	GASU01030275.1	adi_EST_assem_6984	comp1877_c0_seq7	contig112431_113666	c019239	Locus_88_Transcript_2/5_Confidence_1.0_Length_770	NA	isotig23008	NA	NA	NA	jgi|Nemve1|130660|e_gw.282.56.1	NA	isotig07054	FX452673.1	NA	NA	bu_91849.1_c45484	c49545_g1_i2	NA	NA	Spi_isotig05345	NA
XP_015764746.1	GASU01086278.1	adi_EST_assem_18354	NA	NA	NA	NA	Contig_19944	NA	comp11541_c0_seq1	comp8555_c0_seq1	comp36222_c0_seq3	jgi|Nemve1|246439|estExt_fgenesh1_pg.C_2170037	comp69399_c0_seq1	NA	FX455935.1	Unigene5312_Mix_Normal_N	c10158_g1_i2	bu_91849.1_c18252	c13142_g1_i1	comp5197_c0_seq1	NA	Spi_isotig09405	comp255517_c0_seq1
XP_015764749.1	GASU01041277.1	adi_EST_assem_1178	NA	NA	c003503	Locus_7139_Transcript_1/1_Confidence_1.0_Length_2687	Contig_1487	isotig04413	comp2104_c0_seq26	NA	comp25583_c0_seq1	NA	comp45560_c0_seq1	NA	FX453296.1	NA	NA	NA	c60920_g1_i1	comp29637_c0_seq1	NA	NA	NA
XP_015764751.1	NA	adi_EST_assem_22515	NA	NA	c000396m	NA	Contig_3591	NA	NA	comp295483_c0_seq1	comp81392_c0_seq1	jgi|Nemve1|202340|fgenesh1_pg.scaffold_34000042	comp45177_c0_seq4	NA	FX460033.1	NA	NA	NA	c62492_g4_i1	NA	NA	NA	comp225922_c0_seq1
XP_015764757.1	GASU01040462.1	NA	NA	NA	NA	NA	Contig_2952	isotig04877	comp13292_c0_seq3	NA	comp25971_c0_seq9	NA	NA	NA	FX802253.1	NA	NA	NA	c52053_g1_i2	comp42571_c0_seq2	comp66571_c0_seq1	NA	comp254747_c0_seq2
XP_015764758.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp25971_c0_seq10	NA	NA	NA	NA	NA	c17245_g1_i1	bu_91849.1_c54977	c59451_g1_i5	NA	NA	NA	comp253646_c0_seq1
XP_015764754.1	GASU01016323.1	adi_EST_assem_11673	NA	NA	c011454	NA	Contig_1785	NA	comp69521_c0_seq1	NA	NA	NA	NA	NA	FX461311.1	NA	NA	NA	c58909_g1_i1	NA	comp155981_c0_seq1	NA	NA
XP_015764753.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp21666_c0_seq3	NA	NA	NA	FX462995.1	NA	NA	NA	c54149_g1_i2	NA	NA	NA	comp257758_c0_seq1
XP_015764856.1	GASU01027627.1	adi_EST_assem_15962	NA	NA	c003450	NA	Contig_30351	isotig05183	NA	NA	comp37872_c0_seq3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015764783.1	NA	NA	NA	NA	c011967	NA	Contig_6397	NA	NA	comp45269_c0_seq1	NA	NA	NA	NA	FX463641.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015764813.1	GASU01044242.1	adi_EST_assem_10167	NA	NA	c007330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene55626_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015764824.1	GASU01015444.1	adi_EST_assem_11239	NA	NA	c011511	NA	Contig_867	NA	comp108735_c0_seq1	NA	NA	NA	NA	NA	FX487777.1	Unigene28079_Mix_Normal_N	c6375_g1_i1	bu_91849.1_c28921	c49418_g1_i1	NA	NA	Spi_isotig01666	comp252303_c0_seq4
XP_015764826.1	GASU01015825.1	adi_EST_assem_3095	comp24952_c0_seq1	contig177559	NA	NA	Contig_1424	NA	comp6247_c0_seq4	comp2143_c0_seq1	NA	jgi|Nemve1|191780|estExt_GenewiseH_1.C_2170106	comp37676_c0_seq1	NA	FX441698.1	Unigene135412_Mix_Normal_N	c13632_g1_i1	bu_91849.1_c23464	c61470_g8_i2	comp3569_c0_seq1	comp18221_c0_seq2	Spi_isotig09947	comp240921_c1_seq3
XP_015764827.1	GASU01030525.1	adi_EST_assem_127	NA	NA	NA	NA	Contig_3438	isotig18471	comp1534_c14_seq249	comp1562_c0_seq1	comp3523_c0_seq1	NA	NA	NA	NA	Unigene137288_Mix_Normal_N	c9661_g1_i1	NA	NA	comp5072_c0_seq1	NA	NA	NA
XP_015764828.1	GASU01044209.1	NA	NA	NA	c005458	NA	Contig_16892	NA	NA	NA	NA	NA	NA	NA	FX477885.1	NA	NA	NA	c53778_g1_i1	NA	NA	NA	NA
XP_015764829.1	NA	adi_EST_assem_16254	NA	NA	c029735	NA	Contig_1624	isotig22209	NA	comp59367_c0_seq1	NA	jgi|Nemve1|125085|e_gw.217.34.1	comp15740_c0_seq1	isotig11772	FX450731.1	Unigene129540_Mix_Normal_N	c9233_g1_i1	NA	c56145_g9_i1	comp25629_c0_seq4	NA	Spi_isotig09303	comp258001_c0_seq5
XP_015764848.1	NA	adi_EST_assem_15506	comp21642_c0_seq1	NA	c003427p	NA	Contig_6358	isotig19976	NA	comp140281_c0_seq1	NA	jgi|Nemve1|215046|fgenesh1_pg.scaffold_217000007	comp54881_c0_seq1	isotig15838	FX488709.1	NA	c33626_g1_i1	NA	c27100_g1_i1	NA	comp26952_c0_seq1	Spi_isotig07155	comp225270_c0_seq1
XP_015764860.1	NA	NA	NA	NA	c021447	NA	Contig_11784	NA	NA	NA	comp52486_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	comp49372_c0_seq1	NA	NA	comp251454_c0_seq2
XP_015764850.1	GASU01047748.1	adi_EST_assem_26961	NA	NA	c022113	NA	Contig_10764	NA	NA	comp13943_c1_seq1	comp107716_c0_seq1	NA	NA	isotig00157	NA	NA	NA	NA	NA	comp63441_c0_seq1	NA	NA	NA
XP_015764864.1	GASU01080959.1	NA	NA	contig68250	c018662	Locus_4606_Transcript_1/2_Confidence_1.0_Length_1286	Contig_20036	NA	NA	comp592_c0_seq1	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c21583	NA	NA	NA	NA	NA
XP_015764869.1	GASU01027901.1	NA	NA	NA	NA	NA	NA	NA	NA	comp262789_c0_seq1	NA	NA	comp86739_c0_seq1	NA	NA	Unigene151613_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015764880.1	GASU01085820.1	adi_EST_assem_4117	comp18464_c0_seq2	NA	NA	Locus_6605_Transcript_1/6_Confidence_1.0_Length_745	NA	isotig14655	NA	comp202442_c0_seq1	comp149993_c0_seq1	NA	comp41664_c0_seq1	NA	FX436414.1	NA	NA	NA	c49831_g1_i1	comp59543_c0_seq1	NA	Spi_isotig05783	comp255008_c0_seq2
XP_015764882.1	NA	NA	NA	NA	NA	NA	Contig_37322	NA	comp17549_c0_seq2	comp94350_c0_seq1	comp35615_c0_seq1	NA	NA	NA	FX439068.1	NA	NA	NA	NA	NA	NA	NA	comp257600_c0_seq1
XP_015764887.1	GASU01071350.1	adi_EST_assem_15167	NA	NA	NA	NA	Contig_5385	isotig09789	NA	comp139424_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	c8292_g1_i1	NA	NA	NA	comp251044_c0_seq1
XP_015764923.1	GASU01079452.1	adi_EST_assem_4199	NA	NA	c003387	NA	Contig_35328	NA	comp1345_c3_seq68	NA	comp92768_c0_seq1	jgi|Nemve1|177384|estExt_GenewiseH_1.C_20589	comp45573_c0_seq18	NA	FX447942.1	NA	NA	NA	c59533_g1_i1	NA	NA	NA	comp256413_c0_seq2
XP_015764893.1	GASU01069755.1	adi_EST_assem_12329	comp29172_c0_seq1	NA	c002159	NA	NA	NA	comp4635_c0_seq3	NA	comp11302_c0_seq1	NA	comp41614_c0_seq1	NA	FX459473.1	Unigene152937_Mix_Normal_N	NA	NA	c59024_g1_i1	NA	NA	NA	comp232712_c0_seq4
XP_015764904.1	NA	NA	NA	NA	c009165	NA	Contig_20493	NA	NA	NA	NA	jgi|Nemve1|147225|e_gw.1931.3.1	comp41438_c0_seq6	NA	FX452063.1	Unigene73896_Mix_Normal_N	NA	NA	c57785_g2_i3	NA	NA	NA	comp260447_c0_seq3
XP_015764910.1	GASU01083462.1	NA	NA	NA	c002746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c54302_g1_i1	NA	NA	NA	comp258478_c0_seq1
XP_015764916.1	GASU01044442.1	NA	NA	NA	c034844	NA	Contig_2284	G3MV2BB01A7RJU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015764919.1	NA	NA	NA	NA	c009049	NA	Contig_570	NA	NA	NA	NA	NA	comp45435_c0_seq1	NA	FX470662.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015764944.1	NA	adi_EST_assem_3397	comp31250_c0_seq2	NA	c014551	Locus_13950_Transcript_2/2_Confidence_1.0_Length_2295	Contig_4488	isotig10651	comp29272_c0_seq1	NA	NA	jgi|Nemve1|239385|estExt_fgenesh1_pg.C_140075	comp46370_c1_seq3	NA	FX436755.1	Unigene25816_Mix_Normal_N	c13333_g1_i1	NA	c54153_g1_i1	comp10276_c0_seq1	NA	Spi_isotig05276	NA
XP_015764973.1	GASU01026516.1	adi_EST_assem_1486	NA	NA	c001569m	Locus_7009_Transcript_1/1_Confidence_1.0_Length_948	Contig_1532	NA	comp22857_c0_seq3	comp102654_c0_seq1	NA	NA	NA	NA	NA	Unigene62403_Mix_Normal_N	c11008_g1_i4	NA	NA	comp95890_c0_seq1	NA	NA	comp240482_c0_seq4
XP_015764940.1	GASU01005915.1	adi_EST_assem_7039	comp40932_c0_seq1	NA	c001569p	NA	Contig_9552	NA	comp5135_c0_seq2	NA	comp30270_c0_seq2	NA	comp38270_c0_seq1	NA	FX490375.1	Unigene99197_Mix_Normal_N	NA	NA	c61241_g1_i2	NA	NA	NA	comp255439_c0_seq2
XP_015764975.1	NA	adi_EST_assem_6807	NA	NA	NA	Locus_1230_Transcript_1/4_Confidence_1.0_Length_2324	NA	NA	NA	NA	NA	NA	NA	NA	FX503571.1	Unigene98535_Mix_Normal_N	NA	NA	c60279_g2_i12	NA	NA	NA	comp262225_c0_seq3
XP_015764942.1	NA	adi_EST_assem_15545	comp833_c21_seq9	NA	NA	Locus_1166_Transcript_1/1_Confidence_1.0_Length_1184	Contig_36182	NA	comp10582_c0_seq4	NA	NA	jgi|Nemve1|86891|e_gw.14.95.1	comp14843_c0_seq1	NA	FX491177.1	NA	c41720_g1_i1	NA	NA	comp244142_c0_seq1	NA	NA	comp263071_c2_seq3
XP_015764956.1	GASU01031249.1	adi_EST_assem_4980	comp385_c0_seq1	NA	c016102	NA	Contig_40678	NA	NA	NA	NA	jgi|Nemve1|190019|estExt_GenewiseH_1.C_1570086	comp44774_c0_seq1	isotig04806	FX452650.1	Unigene46696_Mix_Normal_N	NA	NA	NA	NA	comp799_c0_seq3	Spi_isotig06849	comp253477_c0_seq1
XP_015764954.1	NA	adi_EST_assem_9928	comp102625_c0_seq1	NA	c011581	NA	Contig_3169	isotig11593	comp112889_c0_seq1	NA	NA	NA	NA	NA	FX455917.1	CL3135.Contig1_Mix_Normal_N	NA	NA	c58940_g1_i1	NA	comp79809_c0_seq1	NA	NA
XP_015764963.1	NA	adi_EST_assem_1446	NA	NA	c013857	Locus_4419_Transcript_1/1_Confidence_1.0_Length_995	Contig_7335	isotig09619	NA	NA	NA	jgi|Nemve1|189983|estExt_GenewiseH_1.C_1570020	comp24717_c0_seq1	NA	NA	Unigene17463_Mix_Normal_N	c15926_g1_i1	bu_91849.1_c7775	c54820_g1_i1	comp3377_c0_seq1	comp2140_c0_seq1	Spi_isotig05372	NA
XP_015764988.1	NA	NA	NA	NA	c022242	NA	Contig_8109	NA	NA	NA	NA	NA	NA	NA	NA	NA	c16833_g1_i1	NA	NA	comp5324_c0_seq8	NA	NA	comp248786_c0_seq3
XP_015765025.1	GASU01015432.1	adi_EST_assem_20138	NA	contig76130	c010796	Locus_7360_Transcript_1/3_Confidence_1.0_Length_1484	Contig_28139	NA	comp6986_c0_seq1	comp24351_c0_seq6	comp1310_c0_seq9	NA	NA	isotig04454	FX438739.1	Unigene152888_Mix_Normal_N	NA	bu_91849.1_c3967	c60149_g2_i1	comp30732_c0_seq1	NA	Spi_isotig06462	comp206888_c0_seq1
XP_015764992.1	GASU01092011.1	NA	NA	NA	c013334	NA	Contig_35419	isotig13714	NA	NA	NA	jgi|Nemve1|93479|e_gw.33.82.1	comp31422_c0_seq2	NA	FX459378.1	NA	NA	NA	c38990_g1_i1	NA	NA	NA	NA
XP_015764990.1	GASU01040545.1	adi_EST_assem_10567	comp34036_c0_seq1	contig145010	c004885	NA	Contig_19322	NA	NA	NA	comp126024_c0_seq1	NA	NA	NA	FX436614.1	NA	NA	NA	NA	NA	NA	NA	comp259178_c0_seq5
XP_015765007.1	GASU01015879.1	adi_EST_assem_5658	NA	NA	c009644	NA	NA	isotig09128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015765030.1	NA	NA	NA	NA	c009755	NA	NA	NA	comp262368_c0_seq1	comp37740_c0_seq4	comp56744_c0_seq7	NA	comp40168_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015765012.1	GASU01014417.1	NA	NA	NA	NA	NA	Contig_1989	NA	NA	NA	comp1655_c0_seq7	NA	NA	NA	NA	NA	NA	NA	NA	comp39161_c0_seq1	comp69833_c0_seq3	NA	NA
XP_015765052.1	GASU01012563.1	NA	NA	NA	c007987	NA	Contig_36046	isotig05787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015765054.1	GASU01085514.1	adi_EST_assem_18063	comp32151_c0_seq1	NA	c012697	NA	Contig_31187	isotig09422	comp41310_c0_seq1	comp155765_c0_seq1	NA	jgi|Nemve1|247995|estExt_fgenesh1_pg.C_3870003	NA	NA	FX475041.1	NA	NA	NA	c50850_g2_i1	comp225893_c0_seq1	NA	NA	comp245098_c0_seq2
XP_015765064.1	NA	adi_EST_assem_11489	NA	NA	c018038	Locus_7505_Transcript_1/1_Confidence_1.0_Length_1348	Contig_509	NA	comp6125_c0_seq1	comp6635_c0_seq1	NA	jgi|Nemve1|235967|estExt_fgenesh1_pm.C_3060001	NA	NA	FX473668.1	NA	NA	bu_91849.1_c22451	NA	comp17497_c0_seq1	comp24452_c0_seq1	NA	comp189713_c0_seq1
XP_015765065.1	NA	NA	NA	NA	c010666	NA	Contig_7134	isotig10071	comp63431_c0_seq1	NA	NA	jgi|Nemve1|247475|estExt_fgenesh1_pg.C_3060025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015765085.1	GASU01080595.1	NA	NA	NA	c006150	NA	Contig_25681	NA	NA	comp32294_c0_seq2	NA	NA	NA	NA	FX467643.1	NA	NA	NA	c48397_g2_i1	NA	NA	NA	NA
XP_015765090.1	NA	NA	NA	NA	c001961	NA	NA	NA	NA	NA	comp60445_c0_seq1	NA	NA	NA	FX459973.1	NA	NA	NA	c59416_g1_i2	NA	NA	NA	comp263284_c0_seq2
XP_015765096.1	GASU01093033.1	adi_EST_assem_2680	NA	NA	c008737	NA	NA	isotig14293	NA	NA	comp68699_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	comp183516_c0_seq1	NA	NA	comp245174_c0_seq1
XP_015765122.1	GASU01069933.1	NA	comp88790_c0_seq1	NA	c016589	NA	Contig_6138	NA	NA	comp6184_c1_seq4	comp43086_c0_seq1	jgi|Nemve1|244907|estExt_fgenesh1_pg.C_1390010	NA	NA	FX452773.1	NA	c14514_g1_i1	NA	NA	comp10996_c0_seq1	comp17945_c0_seq1	Spi_isotig03312	comp254077_c0_seq7
XP_015765121.1	NA	adi_EST_assem_411	comp8906_c0_seq1	contig105229_109281_150296_116264_147348	c011265	Locus_8628_Transcript_1/2_Confidence_1.0_Length_1399	Contig_1904	isotig09160	NA	NA	comp3732_c0_seq1	jgi|Nemve1|189251|estExt_GenewiseH_1.C_1390011	comp23893_c0_seq1	isotig01127	NA	Unigene17803_Mix_Normal_N	c17590_g1_i2	bu_91849.1_lrc26377	c62365_g1_i3	comp1306_c0_seq2	comp2611_c1_seq1	Spi_isotig05197	comp249393_c1_seq7
XP_015765126.1	NA	adi_EST_assem_199	comp16456_c0_seq3	NA	c016194	NA	Contig_18080	isotig10544	NA	comp8830_c0_seq2	NA	jgi|Nemve1|189255|estExt_GenewiseH_1.C_1390015	NA	NA	FX496941.1	Unigene69329_Mix_Normal_N	NA	bu_91849.1_c190	c55204_g1_i2	comp5882_c0_seq1	comp3567_c0_seq1	Spi_isotig06143	NA
XP_015765141.1	NA	adi_EST_assem_1294	NA	NA	c001253	NA	Contig_28023	NA	comp670_c0_seq2	comp4741_c0_seq1	comp1256_c0_seq1	jgi|Nemve1|211503|fgenesh1_pg.scaffold_139000020	NA	NA	FX435794.1	Unigene47040_Mix_Normal_N	NA	NA	c59948_g1_i2	comp5716_c0_seq1	comp495_c0_seq1	Spi_isotig04664	comp260317_c0_seq1
XP_015765130.1	NA	NA	comp6570_c2_seq1	NA	NA	NA	NA	NA	NA	NA	NA	jgi|Nemve1|197861|fgenesh1_pg.scaffold_7000144	NA	NA	NA	NA	NA	NA	NA	NA	comp38388_c0_seq1	NA	comp254852_c0_seq1
XP_015765142.1	NA	adi_EST_assem_11879	comp97050_c0_seq1	NA	c014334	NA	NA	isotig04303	comp47220_c0_seq1	NA	comp13539_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015765175.1	NA	NA	comp31109_c0_seq3	NA	NA	NA	NA	isotig14945	NA	NA	comp22626_c0_seq8	jgi|Nemve1|180796|estExt_GenewiseH_1.C_220194	NA	NA	NA	Unigene78009_Mix_Normal_N	NA	NA	c57769_g1_i2	NA	comp49315_c0_seq1	NA	NA
XP_015765181.1	GASU01049090.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX462548.1	Unigene124901_Mix_Normal_N	NA	NA	c62274_g3_i3	NA	NA	NA	NA
XP_015765183.1	GASU01030224.1	adi_EST_assem_7292	comp48803_c0_seq1	NA	c011466	NA	Contig_12158	isotig04351	comp8429_c0_seq1	comp114245_c0_seq2	comp4405_c0_seq1	jgi|Nemve1|126045|e_gw.227.7.1	comp42288_c0_seq1	NA	FX436546.1	Unigene45686_Mix_Normal_N	c15918_g1_i2	NA	c59279_g5_i1	NA	comp77778_c0_seq1	Spi_isotig06990	comp258472_c1_seq1
XP_015765184.1	GASU01079597.1	NA	NA	contig204480_119757	c004113	NA	NA	NA	comp12456_c1_seq3	NA	comp114284_c0_seq1	NA	comp29334_c0_seq1	NA	NA	NA	NA	NA	NA	comp9833_c0_seq1	comp113733_c0_seq1	NA	NA
XP_015765186.1	GASU01026178.1	NA	comp44934_c0_seq1	NA	NA	Locus_7511_Transcript_1/3_Confidence_1.0_Length_1150	NA	NA	comp36180_c0_seq1	comp119664_c0_seq1	comp67601_c0_seq1	NA	NA	NA	FX441371.1	NA	NA	bu_91849.1_c35477	c17071_g1_i1	NA	NA	NA	comp228954_c0_seq1
XP_015765195.1	NA	adi_EST_assem_7541	NA	NA	c012510	NA	Contig_20925	NA	NA	NA	NA	NA	comp44957_c0_seq3	NA	FX472258.1	NA	NA	NA	NA	NA	NA	NA	comp255500_c0_seq6
XP_015765231.1	GASU01095181.1	NA	NA	NA	c005407	Locus_4096_Transcript_5/9_Confidence_1.0_Length_2509	NA	NA	NA	NA	comp4747_c0_seq2	jgi|Nemve1|248115|estExt_fgenesh1_pg.C_4220015	comp43338_c0_seq2	NA	FX461731.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015765198.1	NA	NA	NA	NA	NA	NA	NA	NA	comp2472_c0_seq6	NA	NA	NA	comp45699_c0_seq2	NA	NA	Unigene24933_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp253519_c1_seq15
XP_015765197.1	NA	adi_EST_assem_15068	NA	NA	c002465	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX467189.1	Unigene25713_Mix_Normal_N	NA	NA	c46841_g1_i2	NA	NA	NA	comp260661_c1_seq1
XP_015765199.1	NA	NA	NA	NA	NA	Locus_6901_Transcript_2/2_Confidence_1.0_Length_439	NA	NA	NA	NA	comp195249_c0_seq1	NA	NA	isotig17176	NA	Unigene97873_Mix_Normal_N	NA	NA	NA	NA	comp64802_c0_seq1	NA	NA
XP_015765204.1	GASU01085280.1	adi_EST_assem_4451	comp50122_c0_seq1	NA	c016953	Locus_4506_Transcript_3/3_Confidence_1.0_Length_949	Contig_3386	isotig18630	NA	comp3595_c0_seq1	NA	jgi|Nemve1|194815|estExt_GenewiseH_1.C_4220017	comp40967_c0_seq1	isotig04460	FX435925.1	Unigene125898_Mix_Normal_N	NA	bu_91849.1_c2387	c62457_g1_i1	comp3958_c0_seq2	comp3569_c0_seq1	Spi_isotig06786	comp206406_c0_seq1
XP_015765200.1	NA	NA	NA	NA	NA	NA	NA	NA	comp45070_c0_seq1	comp63657_c0_seq1	comp32918_c0_seq2	NA	NA	NA	FX493159.1	NA	NA	NA	c54433_g1_i3	NA	NA	NA	comp262375_c0_seq1
XP_015765205.1	GASU01014904.1	adi_EST_assem_3818	comp22928_c2_seq1	NA	c003787	Locus_2780_Transcript_1/3_Confidence_1.0_Length_2147	NA	NA	comp15783_c0_seq1	NA	comp24580_c0_seq1	jgi|Nemve1|233609|fgsh_est.C_scaffold_305000001	comp43300_c0_seq1	NA	FX437244.1	NA	NA	NA	c41374_g1_i3	NA	NA	NA	comp242070_c0_seq1
XP_015765206.1	GASU01092791.1	NA	NA	NA	NA	NA	NA	NA	NA	comp55589_c0_seq1	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c22855	NA	NA	NA	Spi_isotig08906	NA
XP_015765213.1	GASU01084048.1	adi_EST_assem_5719	NA	NA	c006730	Locus_16315_Transcript_1/1_Confidence_1.0_Length_3215	Contig_19542	NA	comp2705_c0_seq1	NA	comp9514_c0_seq1	jgi|Nemve1|133|gw.320.1.1	comp45430_c0_seq2	NA	NA	NA	NA	bu_91849.1_c8649	c39343_g1_i2	NA	comp64193_c0_seq1	Spi_isotig04827	comp249721_c0_seq1
XP_015765211.1	NA	adi_EST_assem_9701	NA	NA	c001185p	NA	Contig_28384	NA	comp22115_c0_seq1	NA	NA	NA	NA	NA	FX436499.1	NA	NA	NA	c58031_g1_i6	NA	comp14919_c0_seq1	NA	comp261504_c0_seq1
XP_015765209.1	GASU01014798.1	NA	comp2608_c0_seq3	NA	c002225p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene18841_Mix_Normal_N	NA	NA	c50879_g3_i3	NA	comp3019_c0_seq3	NA	comp252020_c0_seq1
XP_015765222.1	GASU01043304.1	NA	comp23988_c0_seq1	NA	c002225m	Locus_15258_Transcript_1/1_Confidence_1.0_Length_376	CCHX5542_b1_c	isotig14691	comp23088_c0_seq2	comp226401_c0_seq1	NA	jgi|Nemve1|235548|estExt_fgenesh1_pm.C_1700003	NA	NA	FX441908.1	Unigene44097_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015765218.1	NA	adi_EST_assem_16390	NA	NA	NA	NA	Contig_3619	isotig05993	NA	NA	comp112359_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_c36425	NA	comp45799_c0_seq1	NA	NA	NA
