AdigNCBI_PRO	Acervicorn_PRO	Adigitifer_PRO	Aelegantis_PRO	Ahyacinthu_PRO	Amillepora_PRO	Apallida_PRO	Apalmata_PRO	Atenuis_PRO	Fscutaria_PRO	Mauretenra_PRO	Mcavernosa_PRO	Nvectensis_PRO	Ofaveolata_PRO	Pastreoide_PRO	Paustralie_PRO	Pcarnosus_PRO	Pdaedalea_PRO	Pdamicorni_PRO	Plobata_PRO	Pstrigosa_PRO	Shystrix_PRO	Spistillat_PRO	Ssiderea_PRO
XP_015763796.1	NA	adi_EST_assem_15562	NA	NA	c019628	NA	Contig_10556	NA	NA	NA	comp28398_c0_seq1	jgi|Nemve1|202232|fgenesh1_pg.scaffold_33000076	NA	isotig05670	FX440197.1	Unigene115124_Mix_Normal_N	NA	NA	c44499_g1_i1	comp33101_c0_seq1	comp14179_c0_seq1	Spi_isotig08629	comp222359_c0_seq1
XP_015776855.1	GASU01041756.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX490662.1	NA	NA	NA	c45147_g1_i1	NA	NA	NA	comp241754_c0_seq1
XP_015775371.1	GASU01030952.1	NA	comp7081_c1_seq1	NA	c017909	Locus_12700_Transcript_1/1_Confidence_1.0_Length_457	Contig_955	NA	NA	comp1000_c0_seq1	NA	jgi|Nemve1|236875|estExt_fgenesh1_kg.C_630008	comp12916_c0_seq1	isotig22590	NA	Unigene16652_Mix_Normal_N	c33012_g1_i1	NA	c54248_g2_i3	comp1017_c0_seq1	NA	Spi_isotig13356	comp255424_c1_seq9
XP_015771618.1	GASU01005661.1	adi_EST_assem_1320	NA	NA	NA	NA	NA	NA	NA	NA	comp21253_c0_seq2	jgi|Nemve1|246103|estExt_fgenesh1_pg.C_1970008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp250176_c0_seq1
XP_015779060.1	NA	NA	NA	NA	c006746	Locus_13892_Transcript_1/1_Confidence_1.0_Length_2245	Contig_13777	NA	NA	NA	comp78176_c0_seq1	jgi|Nemve1|199298|fgenesh1_pg.scaffold_14000063	comp38933_c0_seq1	NA	FX447454.1	NA	NA	NA	c55180_g1_i1	NA	NA	NA	NA
XP_015762844.1	NA	NA	comp72880_c0_seq1	NA	c012502	Locus_15690_Transcript_1/1_Confidence_1.0_Length_1017	Contig_1114	isotig09636	NA	NA	comp66712_c0_seq1	NA	comp43690_c0_seq2	NA	FX438298.1	Unigene153169_Mix_Normal_N	NA	NA	c53879_g1_i2	NA	NA	NA	comp243902_c0_seq1
XP_015751720.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX452721.1	Unigene139085_Mix_Normal_N	NA	bu_91849.1_c25174	NA	NA	NA	NA	NA
XP_015767234.1	NA	adi_EST_assem_13954	NA	NA	c011033m	NA	Contig_25380	NA	NA	comp49012_c0_seq1	comp35872_c0_seq1	NA	NA	NA	FX461738.1	NA	NA	NA	c58774_g11_i1	NA	NA	NA	comp257332_c0_seq2
XP_015754515.1	NA	NA	NA	NA	NA	NA	Contig_19949	NA	NA	NA	NA	NA	NA	NA	NA	Unigene20099_Mix_Normal_N	c17918_g4_i1	NA	NA	NA	NA	NA	NA
XP_015758554.1	NA	NA	NA	NA	c007799	NA	NA	NA	NA	NA	comp56352_c0_seq1	NA	comp45409_c0_seq2	NA	NA	NA	NA	NA	c61980_g6_i1	NA	NA	NA	comp226710_c0_seq1
XP_015760824.1	GASU01040856.1	adi_EST_assem_3001	NA	NA	c004393	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX496541.1	NA	NA	NA	c58186_g1_i1	NA	NA	NA	NA
XP_015765197.1	NA	adi_EST_assem_15068	NA	NA	c002465	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX467189.1	NA	NA	NA	c46841_g1_i2	NA	NA	NA	NA
XP_015752465.1	NA	NA	NA	NA	c017697	NA	NA	NA	NA	NA	NA	NA	NA	isotig05611	NA	Unigene115322_Mix_Normal_N	NA	bu_91849.1_c11261	NA	NA	NA	NA	NA
XP_015771492.1	GASU01040897.1	adi_EST_assem_1711	NA	NA	c004229	NA	Contig_40051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015758303.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	jgi|Nemve1|241346|estExt_fgenesh1_pg.C_440017	comp13215_c0_seq1	NA	FX504854.1	NA	NA	NA	c52154_g1_i1	NA	NA	NA	comp247017_c0_seq1
XP_015770001.1	GASU01019812.1	NA	comp56750_c0_seq1	NA	NA	Locus_14748_Transcript_1/1_Confidence_1.0_Length_855	NA	NA	comp194319_c0_seq1	comp56742_c0_seq1	NA	NA	NA	NA	FX505240.1	NA	NA	NA	c51830_g1_i1	comp37336_c0_seq1	NA	Spi_isotig11557	NA
XP_015771553.1	NA	adi_EST_assem_12845	comp53487_c0_seq1	NA	c010880	Locus_9362_Transcript_2/3_Confidence_1.0_Length_1233	Contig_7872	NA	comp27580_c0_seq1	comp44202_c0_seq1	comp142504_c0_seq1	NA	NA	NA	FX493524.1	NA	NA	NA	NA	comp68213_c0_seq2	NA	NA	NA
XP_015766890.1	GASU01083552.1	NA	NA	NA	NA	NA	NA	NA	comp28344_c0_seq1	NA	comp30909_c0_seq1	NA	NA	NA	FX435958.1	NA	NA	NA	c57826_g1_i2	NA	NA	NA	comp254454_c0_seq1
XP_015758120.1	NA	NA	NA	NA	c006882	NA	Contig_5118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp1302_c0_seq2	Spi_isotig02577	NA
XP_015771741.1	GASU01085008.1	adi_EST_assem_5572	NA	NA	c016588	Locus_8610_Transcript_1/1_Confidence_1.0_Length_834	NA	NA	comp24989_c0_seq2	NA	NA	NA	NA	NA	FX438544.1	Unigene9422_Mix_Normal_N	NA	NA	c42756_g1_i1	comp74832_c0_seq1	NA	NA	comp249200_c1_seq15
XP_015753561.1	GASU01093540.1	adi_EST_assem_12979	NA	NA	c007615	NA	Contig_26173	NA	NA	NA	NA	NA	NA	NA	FX453098.1	NA	NA	NA	c59455_g1_i3	NA	NA	NA	comp254616_c0_seq3
XP_015750723.1	GASU01092832.1	NA	NA	NA	c002523	NA	NA	NA	NA	NA	NA	jgi|Nemve1|205060|fgenesh1_pg.scaffold_56000026	NA	NA	FX469410.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015773695.1	NA	NA	NA	NA	c008245	NA	Contig_6275	NA	NA	NA	NA	NA	NA	NA	FX437347.1	Unigene140321_Mix_Normal_N	NA	bu_91849.1_lrc17307	c48933_g2_i1	NA	NA	Spi_isotig02748	comp222117_c2_seq1
XP_015772075.1	GASU01041800.1	adi_EST_assem_2094	NA	NA	c007921	NA	NA	NA	comp108646_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp20441_c0_seq1	NA	NA
XP_015774405.1	NA	NA	NA	NA	c017586	NA	NA	NA	NA	NA	comp23302_c0_seq1	NA	comp44517_c0_seq4	NA	FX471095.1	NA	NA	NA	NA	NA	NA	NA	comp257616_c0_seq30
XP_015767746.1	NA	NA	NA	NA	c009462	NA	Contig_35100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c26347_g1_i1	NA	NA	NA	comp217731_c0_seq2
XP_015765710.1	GASU01018044.1	NA	NA	NA	c015620	NA	Contig_24335	NA	NA	NA	NA	jgi|Nemve1|244271|estExt_fgenesh1_pg.C_1160035	NA	NA	FX467882.1	NA	NA	NA	c59257_g1_i2	NA	NA	NA	NA
XP_015776882.1	GASU01041298.1	adi_EST_assem_12494	NA	NA	c015307	NA	Contig_639	NA	comp6087_c0_seq1	NA	comp48576_c0_seq1	jgi|Nemve1|212723|fgenesh1_pg.scaffold_161000039	NA	isotig01214	FX459548.1	NA	NA	NA	c51175_g1_i1	NA	NA	NA	comp259067_c0_seq4
XP_015761849.1	GASU01085071.1	adi_EST_assem_12755	NA	NA	c028892	NA	Contig_35487	isotig13292	NA	NA	NA	NA	NA	NA	FX448079.1	NA	NA	NA	c50704_g1_i1	NA	NA	Spi_isotig08616	NA
XP_015750433.1	GASU01031606.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX502073.1	NA	NA	bu_91849.1_c6116	c60206_g2_i3	NA	NA	Spi_isotig04786	NA
XP_015763399.1	NA	adi_EST_assem_22017	NA	NA	c022911	NA	NA	NA	comp17771_c1_seq2	NA	NA	NA	NA	NA	FX487742.1	NA	NA	NA	NA	NA	NA	NA	comp230143_c0_seq1
XP_015777750.1	NA	NA	NA	NA	c015043	NA	Contig_7997	NA	NA	NA	comp10558_c0_seq4	jgi|Nemve1|248392|estExt_fgenesh1_pg.C_5410004	NA	NA	NA	Unigene77308_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015776929.1	GASU01069735.1	adi_EST_assem_13398	NA	NA	c006397	NA	Contig_35620	NA	comp17880_c0_seq1	NA	NA	jgi|Nemve1|247890|estExt_fgenesh1_pg.C_3730012	NA	NA	FX452626.1	Unigene125130_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp248565_c0_seq1
XP_015749637.1	GASU01021750.1	NA	NA	NA	NA	NA	Contig_3648	NA	NA	comp38211_c0_seq1	NA	NA	NA	NA	FX456025.1	NA	NA	bu_91849.1_c17879	c54334_g1_i5	NA	NA	Spi_isotig06107	comp231859_c0_seq8
XP_015778584.1	NA	NA	NA	NA	NA	Locus_8974_Transcript_1/3_Confidence_1.0_Length_1475	Contig_986	NA	comp87499_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	c164250_g1_i1	NA	NA	NA	NA
XP_015761299.1	GASU01015536.1	NA	NA	contig145441	c003684	NA	Contig_37677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015763873.1	GASU01086413.1	adi_EST_assem_22972	NA	NA	c017861	NA	Contig_32112	NA	NA	NA	NA	jgi|Nemve1|243430|estExt_fgenesh1_pg.C_880078	NA	isotig08521	FX485102.1	NA	NA	bu_91849.1_c7468	c39537_g1_i1	comp37239_c0_seq1	comp116771_c0_seq1	NA	comp249401_c3_seq11
XP_015777529.1	GASU01029975.1	NA	NA	NA	c001324	NA	NA	NA	comp47462_c0_seq1	NA	NA	NA	NA	NA	NA	Unigene46710_Mix_Normal_N	NA	NA	c62214_g2_i1	NA	comp39347_c0_seq3	NA	NA
XP_015773743.1	GASU01048014.1	adi_EST_assem_10112	NA	NA	c004930	NA	Contig_37975	NA	NA	NA	NA	jgi|Nemve1|106996|e_gw.84.13.1	comp6757_c0_seq1	NA	NA	Unigene1160_Mix_Normal_N	NA	NA	c57931_g5_i1	NA	NA	NA	comp254688_c1_seq5
XP_015763066.1	GASU01030086.1	adi_EST_assem_165	NA	NA	NA	Locus_8582_Transcript_1/2_Confidence_1.0_Length_2271	Contig_19558	isotig09105	NA	comp32863_c0_seq1	NA	NA	comp46764_c0_seq3	NA	FX447667.1	NA	NA	NA	NA	NA	comp25433_c0_seq1	NA	NA
XP_015765660.1	GASU01021247.1	adi_EST_assem_14966	NA	NA	NA	NA	NA	NA	comp34009_c0_seq2	NA	NA	NA	NA	NA	FX461741.1	NA	NA	bu_91849.1_c3123	c55369_g1_i3	NA	NA	NA	NA
XP_015777073.1	GASU01040571.1	adi_EST_assem_3276	NA	NA	c005210	Locus_5826_Transcript_1/2_Confidence_1.0_Length_2019	Contig_14860	NA	NA	comp21705_c0_seq1	NA	NA	NA	NA	FX447676.1	Unigene104599_Mix_Normal_N	NA	NA	c61087_g1_i3	NA	comp37714_c0_seq2	NA	NA
XP_015771185.1	GASU01005128.1	adi_EST_assem_10993	comp38052_c0_seq4	NA	c004197p	NA	Contig_4482	NA	comp12119_c0_seq1	NA	NA	jgi|Nemve1|100066|e_gw.55.95.1	NA	NA	FX462142.1	NA	NA	NA	c61591_g1_i1	NA	NA	NA	comp249975_c1_seq11
XP_015761164.1	GASU01016941.1	adi_EST_assem_6934	NA	NA	c001738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c58886_g1_i2	NA	NA	NA	comp263228_c0_seq2
XP_015778209.1	NA	NA	NA	NA	c007637	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX453608.1	NA	NA	bu_91849.1_c3692	c61720_g5_i4	NA	NA	NA	NA
XP_015769285.1	GASU01030156.1	adi_EST_assem_6778	comp9908_c0_seq5	contig203542	NA	Locus_2371_Transcript_4/5_Confidence_1.0_Length_1805	Contig_13636	NA	NA	comp5422_c0_seq1	NA	NA	comp46480_c0_seq1	NA	FX439090.1	CL2993.Contig1_Mix_Normal_N	NA	NA	c60593_g1_i4	comp115872_c0_seq1	NA	Spi_isotig04949	comp261321_c0_seq2
XP_015765728.1	GASU01020381.1	adi_EST_assem_21212	NA	NA	c019785	NA	Contig_9646	NA	NA	comp21800_c0_seq3	NA	jgi|Nemve1|177252|estExt_GenewiseH_1.C_20334	comp24392_c0_seq1	NA	FX465375.1	NA	NA	NA	c49851_g1_i1	comp31309_c0_seq1	NA	Spi_isotig06420	comp248743_c0_seq1
XP_015769695.1	NA	NA	NA	contig203675_103902	NA	Locus_13221_Transcript_1/1_Confidence_1.0_Length_1500	Contig_3828	isotig12614	NA	comp139107_c0_seq1	NA	jgi|Nemve1|245452|estExt_fgenesh1_pg.C_1600042	comp46498_c0_seq2	NA	NA	Unigene115100_Mix_Normal_N	NA	NA	c60547_g1_i1	NA	comp2060_c3_seq2	NA	NA
XP_015758875.1	NA	NA	NA	NA	c011993p	NA	NA	NA	NA	NA	NA	jgi|Nemve1|159435|estExt_gwp.C_70515	NA	NA	FX492698.1	NA	NA	NA	c55233_g2_i1	NA	NA	NA	comp249540_c0_seq2
XP_015772167.1	NA	NA	NA	NA	NA	Locus_9279_Transcript_1/1_Confidence_1.0_Length_2346	NA	NA	comp70667_c0_seq1	comp23539_c0_seq1	comp1436_c0_seq49	NA	NA	NA	NA	Unigene15479_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015749425.1	GASU01094528.1	adi_EST_assem_3593	NA	NA	c007970	NA	NA	NA	NA	NA	NA	jgi|Nemve1|85723|e_gw.12.84.1	NA	NA	NA	NA	NA	NA	c59035_g1_i1	NA	NA	NA	comp253497_c0_seq1
XP_015765955.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp84529_c0_seq1	comp63093_c0_seq3	NA	NA	NA	FX442104.1	NA	NA	NA	c62557_g2_i1	NA	NA	NA	NA
XP_015773753.1	NA	NA	comp85517_c0_seq1	NA	NA	NA	NA	NA	NA	comp223913_c0_seq1	NA	NA	NA	NA	FX447520.1	NA	NA	NA	NA	NA	NA	NA	comp228740_c0_seq1
XP_015766922.1	NA	NA	NA	NA	c017183	NA	NA	NA	NA	comp165142_c0_seq1	NA	NA	NA	NA	FX469295.1	NA	NA	NA	c52026_g1_i2	NA	comp49361_c0_seq1	NA	NA
XP_015767899.1	NA	NA	NA	NA	c006989	NA	NA	NA	NA	NA	comp98539_c0_seq1	NA	NA	NA	FX458929.1	NA	NA	NA	c28583_g1_i1	NA	NA	NA	NA
XP_015757629.1	NA	NA	comp2219_c4_seq11	NA	NA	NA	NA	NA	comp4158_c0_seq5	NA	comp11906_c0_seq8	NA	NA	isotig09760	NA	Unigene78551_Mix_Normal_N	c10004_g1_i2	NA	NA	comp11011_c0_seq1	NA	NA	NA
XP_015756041.1	GASU01069960.1	adi_EST_assem_2566	NA	NA	c017010	NA	Contig_38049	NA	NA	NA	NA	NA	NA	NA	FX464157.1	NA	NA	NA	c60546_g4_i1	NA	comp60452_c0_seq1	NA	comp259467_c0_seq1
XP_015759584.1	GASU01021384.1	adi_EST_assem_20570	NA	NA	c009300	NA	Contig_35669	NA	NA	comp104812_c0_seq1	NA	NA	NA	NA	FX441403.1	NA	NA	NA	c48653_g1_i1	NA	NA	NA	comp250093_c0_seq2
XP_015766886.1	GASU01080068.1	adi_EST_assem_1595	NA	NA	c004593	Locus_12004_Transcript_1/2_Confidence_1.0_Length_1824	Contig_32044	isotig12609	NA	comp14578_c0_seq1	NA	jgi|Nemve1|207820|fgenesh1_pg.scaffold_84000076	NA	NA	FX464094.1	Unigene99325_Mix_Normal_N	c9299_g1_i2	bu_91849.1_c2116	c52600_g1_i1	comp4196_c0_seq2	NA	Spi_isotig02564	NA
XP_015749719.1	GASU01070150.1	adi_EST_assem_10286	comp24222_c0_seq1	NA	c004283	NA	NA	NA	NA	NA	comp1167_c4_seq5	jgi|Nemve1|248474|estExt_fgenesh1_pg.C_5860002	comp40066_c0_seq1	NA	FX438274.1	NA	NA	bu_91849.1_c8972	c45580_g1_i1	NA	NA	NA	comp249572_c1_seq1
XP_015775457.1	GASU01084195.1	adi_EST_assem_11303	comp3025_c0_seq2	NA	c010817	Locus_13684_Transcript_1/1_Confidence_1.0_Length_1910	Contig_8671	NA	comp16124_c0_seq3	comp22451_c0_seq1	comp6300_c1_seq3	jgi|Nemve1|159736|estExt_gwp.C_90505	NA	NA	FX502813.1	NA	NA	NA	c52786_g1_i1	NA	NA	Spi_isotig04911	comp248698_c0_seq1
XP_015753556.1	GASU01021561.1	adi_EST_assem_13747	NA	NA	c004585	NA	NA	NA	NA	NA	comp91126_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015763555.1	GASU01027634.1	adi_EST_assem_12858	NA	NA	c020053	Locus_7944_Transcript_1/1_Confidence_1.0_Length_781	Contig_5381	NA	NA	comp13579_c0_seq2	NA	jgi|Nemve1|235057|estExt_fgenesh1_pm.C_880008	NA	NA	FX453324.1	Unigene81735_Mix_Normal_N	c150_g1_i1	NA	c39177_g1_i1	comp19621_c0_seq4	NA	NA	comp232135_c0_seq1
XP_015758861.1	GASU01026199.1	adi_EST_assem_10584	comp114049_c0_seq1	NA	NA	NA	Contig_36315	isotig12993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig02925	NA
XP_015758860.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp34445_c0_seq2	jgi|Nemve1|178116|estExt_GenewiseH_1.C_50407	NA	isotig07073	NA	NA	NA	NA	NA	NA	comp8068_c0_seq1	NA	comp259001_c0_seq4
XP_015765823.1	NA	NA	NA	NA	c010614	NA	NA	NA	comp36220_c0_seq1	NA	comp48602_c0_seq1	NA	NA	isotig03187	FX456009.1	CL586.Contig1_Mix_Normal_N	NA	NA	c51979_g1_i1	NA	NA	NA	comp256092_c0_seq9
XP_015756372.1	GASU01086905.1	adi_EST_assem_689	NA	NA	c006918	NA	NA	NA	comp22834_c0_seq1	NA	NA	NA	NA	NA	FX459147.1	NA	c17055_g1_i1	NA	c58517_g1_i3	NA	NA	NA	NA
XP_015763809.1	GASU01081316.1	adi_EST_assem_13460	NA	NA	c005473	NA	Contig_28971	NA	comp20662_c0_seq4	comp62446_c0_seq1	NA	jgi|Nemve1|120322|e_gw.169.36.1	comp39793_c0_seq2	NA	FX459860.1	Unigene26635_Mix_Normal_N	NA	NA	c58797_g1_i4	NA	NA	Spi_isotig12364	comp261395_c0_seq7
XP_015767323.1	GASU01080610.1	adi_EST_assem_9285	comp48963_c0_seq1	contig80984_4320	c013233	Locus_5908_Transcript_1/1_Confidence_1.0_Length_897	Contig_37927	NA	NA	comp5778_c0_seq1	NA	jgi|Nemve1|227023|fgenesh1_kg.scaffold_111000001	comp27534_c0_seq1	NA	NA	Unigene44795_Mix_Normal_N	c25595_g1_i1	NA	c48336_g1_i2	NA	NA	NA	comp251447_c0_seq2
XP_015762590.1	GASU01040799.1	adi_EST_assem_8123	NA	contig69260	c020444	Locus_14708_Transcript_1/1_Confidence_1.0_Length_894	Contig_4472	NA	NA	NA	NA	NA	NA	NA	FX437228.1	NA	NA	NA	c47041_g1_i1	NA	NA	NA	NA
XP_015754982.1	NA	adi_EST_assem_35185	comp37_c2_seq2	NA	c026850	NA	Contig_4688	isotig26065	NA	NA	comp201060_c0_seq1	jgi|Nemve1|189003|estExt_GenewiseH_1.C_1330048	NA	NA	NA	NA	c7697_g1_i3	bu_91849.1_c41477	c47004_g1_i1	comp783_c0_seq1	NA	Spi_isotig14224	NA
XP_015753581.1	NA	adi_EST_assem_4610	comp63983_c0_seq1	NA	c004490m	NA	NA	isotig11596	NA	NA	NA	jgi|Nemve1|121733|e_gw.182.87.1	NA	NA	NA	Unigene146744_Mix_Normal_N	c9608_g1_i1	NA	c38244_g1_i1	NA	NA	Spi_isotig06888	comp159809_c0_seq1
XP_015753311.1	GASU01085944.1	NA	NA	NA	NA	NA	NA	NA	comp71116_c0_seq1	NA	NA	NA	comp36462_c0_seq1	NA	FX452856.1	NA	NA	NA	c59042_g1_i2	NA	NA	NA	comp262222_c1_seq15
XP_015765822.1	NA	adi_EST_assem_1846	NA	NA	NA	NA	NA	NA	NA	NA	comp79499_c0_seq1	NA	NA	NA	FX474136.1	NA	NA	NA	c49897_g1_i1	NA	NA	NA	comp263142_c0_seq2
XP_015780310.1	NA	adi_EST_assem_3409	NA	NA	c030864	NA	NA	NA	NA	NA	comp69165_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_c23419	c48771_g1_i2	comp6729_c0_seq2	NA	Spi_isotig06085	NA
XP_015776589.1	GASU01005302.1	adi_EST_assem_10363	NA	NA	c003865	NA	Contig_12562	NA	NA	NA	comp144824_c0_seq1	NA	NA	NA	FX439013.1	NA	NA	NA	c55609_g1_i1	NA	NA	NA	comp252437_c0_seq1
XP_015770960.1	GASU01014014.1	adi_EST_assem_4342	comp27514_c0_seq1	contig145245	c001852m	NA	Contig_3726	isotig09601	NA	NA	NA	jgi|Nemve1|112056|e_gw.109.65.1	comp46336_c0_seq1	NA	FX462220.1	Unigene112697_Mix_Normal_N	NA	bu_91849.1_c1567	c46836_g1_i1	comp20414_c0_seq1	NA	Spi_isotig06379	comp228558_c0_seq2
XP_015772221.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp20414_c0_seq5	NA	NA	isotig00869	FX471926.1	NA	NA	NA	c53872_g1_i1	NA	NA	NA	NA
XP_015765186.1	NA	NA	NA	NA	NA	NA	NA	NA	comp36180_c0_seq1	NA	NA	NA	NA	NA	FX441371.1	NA	NA	NA	c17071_g1_i1	NA	NA	NA	comp228954_c0_seq1
XP_015747414.1	NA	adi_EST_assem_4507	NA	NA	c003497m	NA	Contig_20538	NA	NA	NA	NA	NA	NA	NA	FX490738.1	NA	NA	NA	c60704_g4_i2	NA	NA	NA	comp262999_c0_seq2
XP_015757419.1	GASU01040690.1	adi_EST_assem_4734	NA	NA	c001678m	NA	NA	NA	NA	NA	comp61613_c0_seq1	NA	NA	NA	FX458549.1	NA	NA	NA	c51885_g1_i1	NA	NA	NA	comp247447_c0_seq1
XP_015754581.1	GASU01020504.1	adi_EST_assem_5253	NA	NA	c008514	NA	Contig_36397	NA	NA	comp47590_c0_seq1	NA	jgi|Nemve1|93522|e_gw.33.255.1	comp53081_c0_seq1	NA	FX496813.1	NA	NA	NA	NA	NA	NA	NA	comp258254_c1_seq11
XP_015779044.1	GASU01031536.1	adi_EST_assem_3368	NA	NA	c012785	Locus_2058_Transcript_2/8_Confidence_1.0_Length_1265	Contig_6622	isotig14012	NA	NA	NA	jgi|Nemve1|242285|estExt_fgenesh1_pg.C_610004	NA	NA	NA	NA	c16835_g1_i1	NA	NA	NA	NA	NA	NA
XP_015752821.1	NA	NA	NA	NA	c013480	NA	Contig_24842	NA	NA	comp70315_c0_seq1	NA	jgi|Nemve1|105021|e_gw.75.99.1	NA	NA	FX478476.1	NA	NA	NA	NA	NA	NA	NA	comp258333_c0_seq8
XP_015766195.1	GASU01070863.1	adi_EST_assem_3440	NA	NA	c004801	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX469451.1	NA	NA	NA	c55544_g1_i2	NA	NA	NA	comp257189_c0_seq2
XP_015771162.1	NA	NA	NA	NA	c021254	NA	Contig_37769	NA	NA	comp298222_c0_seq1	NA	jgi|Nemve1|167866|estExt_gwp.C_940025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp233932_c0_seq2
XP_015750192.1	NA	NA	comp571_c2_seq46	NA	NA	Locus_14707_Transcript_1/1_Confidence_1.0_Length_1312	NA	NA	NA	comp11256_c1_seq1	NA	jgi|Nemve1|236739|estExt_fgenesh1_kg.C_460006	NA	NA	NA	NA	NA	bu_91849.1_lrc18403	c57253_g3_i2	NA	NA	Spi_isotig06151	NA
XP_015752246.1	GASU01084358.1	adi_EST_assem_9039	comp92100_c0_seq1	NA	c002347m	NA	NA	NA	NA	NA	comp13776_c0_seq3	jgi|Nemve1|172497|estExt_gwp.C_2140101	comp62228_c0_seq1	NA	FX452235.1	Unigene100031_Mix_Normal_N	NA	bu_91849.1_c2144	c59248_g2_i1	NA	NA	Spi_isotig05490	comp258888_c0_seq8
XP_015772091.1	GASU01091772.1	adi_EST_assem_7040	NA	NA	c002860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c58872_g3_i1	NA	NA	NA	comp262840_c0_seq1
XP_015759467.1	NA	adi_EST_assem_2763	NA	NA	c004198	NA	NA	NA	comp52303_c0_seq1	NA	NA	jgi|Nemve1|233976|estExt_fgenesh1_pm.C_40039	NA	NA	FX502796.1	NA	NA	NA	NA	NA	NA	NA	comp258605_c0_seq2
XP_015753672.1	GASU01014792.1	NA	NA	NA	NA	Locus_983_Transcript_2/5_Confidence_1.0_Length_1605	NA	NA	NA	comp847_c0_seq2	NA	NA	NA	NA	NA	Unigene126423_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp258128_c1_seq1
XP_015763721.1	GASU01030508.1	adi_EST_assem_4053	NA	NA	c011876	NA	Contig_12954	NA	NA	NA	NA	jgi|Nemve1|160314|estExt_gwp.C_130126	comp43491_c0_seq1	NA	FX463137.1	Unigene24843_Mix_Normal_N	NA	bu_91849.1_c1996	c57715_g1_i1	comp3815_c0_seq1	comp7788_c0_seq1	Spi_isotig05615	comp248856_c0_seq1
XP_015775347.1	GASU01004051.1	adi_EST_assem_7726	NA	NA	c008783	NA	Contig_5675	NA	comp48535_c0_seq1	NA	NA	NA	NA	NA	FX453138.1	Unigene94595_Mix_Normal_N	c12200_g1_i1	NA	NA	NA	NA	NA	NA
XP_015751339.1	NA	adi_EST_assem_7993	comp13809_c0_seq2	NA	NA	Locus_3582_Transcript_1/3_Confidence_1.0_Length_2040	Contig_17778	NA	comp8436_c1_seq1	NA	comp12202_c0_seq2	jgi|Nemve1|188942|estExt_GenewiseH_1.C_1320060	NA	NA	FX452548.1	Unigene45272_Mix_Normal_N	NA	NA	c59685_g1_i1	NA	NA	Spi_isotig06180	comp258614_c0_seq5
XP_015751415.1	GASU01014618.1	adi_EST_assem_8174	NA	NA	c005046	Locus_6105_Transcript_3/5_Confidence_1.0_Length_2841	NA	isotig10428	NA	NA	NA	jgi|Nemve1|240405|estExt_fgenesh1_pg.C_280101	comp45073_c0_seq1	NA	FX436618.1	Unigene14321_Mix_Normal_N	NA	bu_91849.1_c1455	c59676_g1_i1	NA	NA	NA	comp231035_c0_seq1
XP_015751272.1	GASU01015998.1	NA	comp5395_c2_seq6	NA	c011018	NA	NA	NA	NA	NA	comp11530_c0_seq1	NA	NA	NA	FX438979.1	Unigene135249_Mix_Normal_N	NA	bu_91849.1_c1302	c53989_g1_i1	NA	NA	NA	NA
XP_015764864.1	GASU01080959.1	NA	NA	contig68250	c018662	Locus_4606_Transcript_1/2_Confidence_1.0_Length_1286	Contig_20036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c21583	NA	NA	NA	NA	NA
