			K00181	K03209	K00182	K00312	K00408	K00444	K00445	K00572	K00714	K01064	K01357	K01384	K01558	K01645	K19882	K01691	K19614	K16834	K02165	K02166	K02176	K02185	K02222	K02306	K02432	K02235	K02329	K02354	K02375	K02376	K02842	K04690	K03068	K10162	K08960	K02353	K03069	K03096	K03097	K03115	K03213	K03344	K03345	K03083	K02105	K02157	K04385	K02085	K08957	K02620	K04490	K04491	K04492	K04493	K04494	K04495	K04496	K04497	K04498	K04499	K04501	K04427	K04468	K04377	K04448	K04502	K04503	K10151	K10152	K04504	K01397	K04505	K04345	K04451	K04506	K04507	K03094	K04508	K03362	K03347	K03868	K08110	K04510	K04511	K19626	K04512	K04513	K17388	K04392	K07860	K07861	K04440	K05858	K04515	K04348	K06268	K02677	K19662	K19663	K04446
E.Ani	Drosophila	dme	Dmel_CG6205	Dmel_CG4889				Dmel_CG6407	Dmel_CG4969		Dmel_CG8458		Dmel_CG4971				Dmel_CG13076	Dmel_CG3135								Dmel_CG4974	Dmel_CG17697			Dmel_CG4626	Dmel_CG9739			Dmel_CG16785	Dmel_CG5912		Dmel_CG2048	Dmel_CG18361			Dmel_CG17520	Dmel_CG13591	Dmel_CG11614			Dmel_CG2621	Dmel_CG11579	Dmel_CG7926		Dmel_CG6193	Dmel_CG2028			Dmel_CG34403					Dmel_CG7583	Dmel_CG8384	Dmel_CG15319	Dmel_CG4003	Dmel_CG1775	Dmel_CG18492	Dmel_CG7892	Dmel_CG10798	Dmel_CG2275			Dmel_CG9096				Dmel_CG18803	Dmel_CG4379		Dmel_CG9949	Dmel_CG3226	Dmel_CG16983	Dmel_CG4063	Dmel_CG3412	Dmel_CG1877	Dmel_CG16982	Dmel_CG32146	Dmel_CG8075	Dmel_CG11084		Dmel_CG14622	Dmel_CG8416		Dmel_CG2248			Dmel_CG5680	Dmel_CG4574	Dmel_CG18069	Dmel_CG1455	Dmel_CG11217	Dmel_CG6518			
																																										Dmel_CG8914				Dmel_CG31003				Dmel_CG1451	Dmel_CG12147													Dmel_CG4803											Dmel_CG12066		Dmel_CG13030		Dmel_CG12227			Dmel_CG11261	Dmel_CG16988			Dmel_CG43722					Dmel_CG9366				Dmel_CG3620		Dmel_CG9842	Dmel_CG4209	Dmel_CG6622			
																																										Dmel_CG15224									Dmel_CG2577													Dmel_CG31421															Dmel_CG8881												Dmel_CG5588						Dmel_CG9819					
																																										Dmel_CG33242									Dmel_CG7094																												Dmel_CG11942												Dmel_CG8556											
																																										Dmel_CG33239																																					Dmel_CG11941																							
																																										Dmel_CG33241																																					Dmel_CG12700																							
																																										Dmel_CG33236																																					Dmel_CG15800																							
																																										Dmel_CG33237																																					Dmel_CG43089																							
																																										Dmel_CG33240																																																												
																																										Dmel_CG33244																																																												
																																										Dmel_CG33245																																																												
																																										Dmel_CG33247																																																												
																																										Dmel_CG32616																																																												
																																										Dmel_CG33243																																																												
																																										Dmel_CG33238																																																												
																																										Dmel_CG33246																																																												
																																										Dmel_CG42398																																																												
																																										Dmel_CG40635																																																												
E.Ani	Drosophila	dpo	Dpse_GA19439	Dpse_GA18504				Dpse_GA19569	Dpse_GA18561	Dpse_GA24226	Dpse_GA21093		Dpse_GA18562				Dpse_GA28563	Dpse_GA16199								Dpse_GA18565	Dpse_GA14615			Dpse_GA18313	Dpse_GA21999			Dpse_GA14147	Dpse_GA19223		Dpse_GA15205	Dpse_GA14904			Dpse_GA22219	Dpse_GA21406	Dpse_GA11099			Dpse_GA22660	Dpse_GA27602	Dpse_GA20694		Dpse_GA13041	Dpse_GA20096			Dpse_GA14746					Dpse_GA20456	Dpse_GA21035	Dpse_GA13644	Dpse_GA17841	Dpse_GA14643	Dpse_GA14958	Dpse_GA28383	Dpse_GA10565	Dpse_GA30492			Dpse_GA27869				Dpse_GA15086	Dpse_GA11370		Dpse_GA22147	Dpse_GA16794	Dpse_GA14255	Dpse_GA17928	Dpse_GA27349	Dpse_GA15074	Dpse_GA14260	Dpse_GA16712	Dpse_GA24846	Dpse_GA10748		Dpse_GA13122	Dpse_GA25121		Dpse_GA15321				Dpse_GA17564		Dpse_GA22069	Dpse_GA18033	Dpse_GA19732			
																														Dpse_GA28694												Dpse_GA25112				Dpse_GA15928				Dpse_GA19428	Dpse_GA27399													Dpse_GA18443											Dpse_GA18145		Dpse_GA11985		Dpse_GA21386				Dpse_GA22841			Dpse_GA11840					Dpse_GA18989				Dpse_GA18269		Dpse_GA22549	Dpse_GA24505	Dpse_GA19657			
																																										Dpse_GA27055				Dpse_GA18716					Dpse_GA26095													Dpse_GA16242											Dpse_GA11372				Dpse_GA22610				Dpse_GA23017								Dpse_GA21734						Dpse_GA26888					
																																										Dpse_GA22384									Dpse_GA15396																												Dpse_GA22210				Dpse_GA24410								Dpse_GA23612											
																																																			Dpse_GA15193																												Dpse_GA23292																							
																																																																															Dpse_GA24828																							
																																																																															Dpse_GA25479																							
																																																																															Dpse_GA25480																							
																																																																															Dpse_GA25902																							
																																																																															Dpse_GA26756																							
																																																																															Dpse_GA26757																							
																																																																															Dpse_GA28458																							
																																																																															Dpse_GA28459																							
																																																																															Dpse_GA28460																							
																																																																															Dpse_GA28461																							
																																																																															Dpse_GA28645																							
E.Ani	Drosophila	dan	Dana_GF22511	Dana_GF15852				Dana_GF13958	Dana_GF15853	Dana_GF12469	Dana_GF17394		Dana_GF15854				Dana_GF23758	Dana_GF20838								Dana_GF24360	Dana_GF24601			Dana_GF20940	Dana_GF10777			Dana_GF21196	Dana_GF11183		Dana_GF23293	Dana_GF21769			Dana_GF11011	Dana_GF11247	Dana_GF10788			Dana_GF22237	Dana_GF19474	Dana_GF22991		Dana_GF16423	Dana_GF17711			Dana_GF19332					Dana_GF16928	Dana_GF16803	Dana_GF22418	Dana_GF17460	Dana_GF22974	Dana_GF18291	Dana_GF23805	Dana_GF19606	Dana_GF12018			Dana_GF27626				Dana_GF10339	Dana_GF21892		Dana_GF23936	Dana_GF21900	Dana_GF24221	Dana_GF20651	Dana_GF18514	Dana_GF25176	Dana_GF17402	Dana_GF24610	Dana_GF12229	Dana_GF12702		Dana_GF22176	Dana_GF11290		Dana_GF16294			Dana_GF14126	Dana_GF19456	Dana_GF22825	Dana_GF22934	Dana_GF13200	Dana_GF11424			
								Dana_GF26758																																		Dana_GF20435				Dana_GF17782				Dana_GF16111	Dana_GF21383													Dana_GF18314											Dana_GF23314		Dana_GF23937		Dana_GF21176			Dana_GF13641	Dana_GF24894			Dana_GF12696					Dana_GF16059				Dana_GF20639		Dana_GF20796		Dana_GF11423			
